ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
282_tochopdown,to chop down,355,CUT DOWN,砍(砍树)
283_tosplit,to split,3151,CUT (WITH AXE),劈(劈木柴)
284_tobuy,to buy,1869,BUY,买
285_tosell,to sell,1571,SELL,卖
286_tocount,to count,1420,COUNT,数(数东西)
287_toteach,to teach,709,TEACH,教
288_toboilvegetables,to boil (vegetables),2492,BOIL (SOMETHING),煮
289_tofry,to fry,991,FRY,炒
290_tosteam,to steam,2067,STEAM (VERB),蒸
291_tohunt,to hunt,1435,HUNT,打猎
292_toshoot,to shoot,1172,SHOOT,射
293_tohitatarget,to hit (a target),3307,HIT (A TARGET),中(射中)
294_tokill,to kill*,1417,KILL,杀(杀鸡)
295_todie,to die*,1494,DIE,死
296_tomill,to mill,1033,GRIND,磨(磨米)
297_towinnow,to winnow,2462,WINNOWING,簸(簸米)
298_towearahat,to wear (a hat),3428,WEAR (ON HEAD),戴(戴帽子)
299_towearclothes,to wear (clothes),976,WEAR,穿(上衣)
300_tocomb,to comb,2070,COMB (VERB),梳(梳头)
301_tosew,to sew,1457,SEW,缝(缝纫)
302_topatch,to patch,2243,REPAIR,补(补衣服)
303_toweave,to weave,133,WEAVE,编织(布)
304_toplait,to plait,3295,BRAID (VERB),编(编辫子)
305_tosweep,to sweep,230,SWEEP,扫(扫地)
306_tocure,to cure,499,CURE,治(病)
307_toopen,to open,1156,OPEN,开(开门)
308_toclose,to close,1046,SHUT,关
309_toputdown,to put down,998,PUT,放(下)[放置]
310_tohang,to hang,2884,HANG,挂(挂在墙上)
311_tountie,to untie,352,UNTIE,解(解绳结)
312_torelease,to release,1095,LET GO OR SET FREE,放(把鸟放走)
313_topack,to pack,3656,PACK,装(装进袋里)
314_totakeout,to take out,3654,TAKE OUT,拿出
315_tostuff,to stuff,,,塞(塞在洞口)
316_tohidething,to hide (thing),602,HIDE (CONCEAL),藏(东西)
317_tohideself,to hide (self),2485,HIDE (ONESELF),藏/躲(自己)
318_tochoose,to choose,1750,CHOOSE,挑选
319_toheap,to heap,1576,PILE UP,堆(堆积泥土)
320_toget,to get,694,GET,得(得到)
321_toreceive,to receive,7,GATHER,收(收起来)
322_toseek,to seek,1468,LOOK FOR,找(寻找)
323_touse,to use,2072,USE (VERB),用(使用)
324_toplay,to play,1413,PLAY,玩耍
325_todance,to dance,1879,DANCE,跳舞
326_tocelebratenewyear,to celebrate New Year,3430,CELEBRATE NEW YEAR,过年
327_tohelp,to help,1897,HELP,帮助
328_toallocate,to allocate,,,分配(分配)
329_towait,to wait,1590,WAIT (FOR),等(候)
330_tomeetcomeacross,"to meet, come across",1831,MEET,遇见
331_tohit,to hit,1433,HIT,打(打人)
332_tograbrob,"to grab, rob",2073,ROB (VERB),抢
333_tosteal,to steal,713,STEAL,偷
334_tocheat,to cheat,3230,DECEIVE,骗
335_tolaugh,to laugh,1355,LAUGH,笑
336_tocry,to cry,1839,CRY,哭
337_tolove,to love,923,LOVE,爱(爱小孩)
338_tolike,to like,1117,LIKE,喜欢(喜欢唱歌)
339_toguess,to guess,1932,GUESS,猜
340_tobelieve,to believe,1890,BELIEVE,相信
341_toremember,to remember,707,REMEMBER,记得
342_toforget,to forget,1523,FORGET,忘记
343_toknow,to know*,1410,KNOW (SOMETHING),知道(懂)
344_tothink,to think,2271,THINK,想(思考)
345_tohate,to hate,1607,HATE,恨
346_tofear,to fear,1419,FEAR (BE AFRAID),怕
347_todare,to dare,1779,DARE,敢
348_toknowhowto,to know how to,972,BE ABLE,会(会做)
349_tobe,to be,1579,BE,是(这是什么)
350_tohave,to have,773,HAVE,有
351_toswim,to swim*,1439,SWIM,游(泳)
352_tosave,to save,2008,RESCUE,救(救人)
353_towalk,to walk*,1443,WALK,走(动作： 正在走)
354_torun,to run,1519,RUN,跑
355_tocome,to come*,1446,COME,来
356_tocomeup,to come up,,,上来
357_togo,to go,695,GO,去
358_togoup,to go up,705,GO UP (ASCEND),上去
359_toascend,to ascend,705,GO UP (ASCEND),上(上山)
360_todescend,to descend,2014,GO DOWN (DESCEND),下(下山)
361_toreturn,to return,581,COME BACK,回
362_toarrive,to arrive,1387,ARRIVE,到
363_toexit,to exit,1107,GO OUT,出(出去)
364_toenter,to enter,749,ENTER,进(进来)
365_toflee,to flee,956,FLEE,逃
366_tochase,to chase,1047,PURSUE,追(追上)
367_tojump,to jump,1829,JUMP,跳
368_toride,to ride,367,RIDE,骑(骑马)
369_torecline,to recline*,1411,LIE (REST),躺
370_toexist,to exist,1460,IN,在
371_tocrack,to crack,3080,SPLIT OPEN,裂开(墙裂开)
372_toroll,to roll,827,ROLL,滚(石头滚)
373_tofalldown,to fall down,1280,FALL,掉(掉在地下)
374_tosnapintwo,to snap in two,460,BREAK (OF ROPE),断(绳子断了)
375_tobreak,to break,680,BREAK (DESTROY OR GET DESTROYED),破(罐子破了)
376_tosoak,to soak,2069,SOAK (VERB),浸(浸种子)
377_toboilwater,to boil (water),792,BOIL (OF LIQUID),沸
378_togrowup,to grow (up),479,GROW,长(长大)
379_totremble,to tremble,52,SHIVER,发抖
380_toswell,to swell,1573,SWELL,肿
381_tofly,to fly*,1441,FLY (MOVE THROUGH AIR),飞
382_tobark,to bark,1206,BARKING,吠(吠叫)
383_tobroodincubate,"to brood, incubate",2075,BROOD (VERB),孵
384_tostart,to start,3447,BEGIN OR START,开始
385_tostop,to stop,2880,HALT (STOP),停
386_towrite,to write,1672,WRITE,写
387_towashself,to wash (self),1453,WASH,洗(手)
388_toshakesway,"to shake, sway",1909,SHAKE,摇动
389_tofinish,to finish,1766,FINISH,完成
390_togive,to give*,1447,GIVE,给
391_todestroy,to destroy,681,DESTROY,破坏
392_tostandup,to stand up,570,STAND UP,站起来
393_tostand,to stand*,1442,STAND,站(站位)
394_topeel,to peel,275,PEEL,剥皮(削皮)
395_tostir,to stir,696,STIR,搅拌
396_toweigh,to weigh,1098,WEIGH,称
397_toburn,to burn*,2102,BURN,焚(烧)
398_toroastinfire,to roast (in fire),1962,ROAST (SOMETHING),烧(烤)(火里)
399_toroastoverfire,to roast (over fire),1962,ROAST (SOMETHING),(烧)烤(火上)
400_tocough,to cough,879,COUGH,咳嗽
401_toyawn,to yawn,1028,YAWN,打呵欠
402_tosneeze,to sneeze,1621,SNEEZE,打喷嚏
403_togivebirth,to give birth,1195,GIVE BIRTH,生(生孩子)
404_tofart,to fart,1159,FART,放屁
405_todefecate,to defecate,676,SHIT (DEFECATE),作大便
406_tourinate,to urinate,592,PISS,作小便
407_tolive,to live,1422,BE ALIVE,活
408_toborrow,to borrow,1823,BORROW,借
409_toowe,to owe,369,OWE,欠
410_toexchange,to exchange,2509,EXCHANGE,(交)换
411_tosuck,to suck,1421,SUCK,吸
412_toliftoverhead,to lift (over head),1317,RAISE,举起
413_tosqueeze,to squeeze,1414,SQUEEZE,挤压
414_topinch,to pinch,378,PINCH,捏
415_white,white*,1335,WHITE,白
416_black,black*,163,BLACK,黑
417_red,red*,156,RED,红
418_yellow,yellow*,1424,YELLOW,黄
419_blue,blue,837,BLUE,蓝
420_green,green*,1425,GREEN,绿
421_sharp,sharp,1396,SHARP,快(刀快)
422_blunt,blunt,379,BLUNT,钝(刀钝)
423_flat,flat,1633,FLAT,平(路很平)
424_straight,straight,1404,STRAIGHT,直(棍子很直)
425_round,round*,1395,ROUND,圆(球很圆)
426_soft,soft,1856,SOFT,软
427_bright,bright,679,BRIGHT,亮(房子很亮)
428_full,full*,1429,FULL,满
429_empty,empty,1624,EMPTY,空
430_fat,fat,1279,FAT (OBESE),胖
431_lean,lean,2219,LEAN (MEAT),瘦(肉瘦)
432_dirty,dirty,1230,DIRTY,脏
433_oldperson,old (person),2112,OLD (AGED),老(老人)
434_young,young,1207,YOUNG,年轻
435_good,good*,1035,GOOD,好(东西好)
436_bad,bad,1292,BAD,坏(东西坏)
437_fast,fast,1631,FAST,快(走得快)
438_slow,slow,701,SLOW,慢(走得慢)
439_wet,wet,1726,WET,湿(衣服湿)
440_dry,dry*,1398,DRY,干(衣服干)
441_new,new*,1231,NEW,新
442_old,old,2113,OLD (USED),旧
443_raw,raw,1959,RAW,生  (生肉)
444_ripe,ripe,178,RIPE,熟(熟肉)
445_early,early,672,EARLY,早(来得早)
446_hot,hot*,1286,HOT,热
447_cold,cold*,1287,COLD,冷
448_warm,warm,1232,WARM,暖和
449_cool,cool,2483,COLD (OF WEATHER),凉快
450_sour,sour,1906,SOUR,酸
451_sweet,sweet,717,SWEET,甜
452_bitter,bitter,887,BITTER,苦
453_spicy,spicy,544,SPICY,辣
454_delicious,delicious,1813,TASTY,好吃
455_stinky,stinky,42,STINKING,臭
456_hungry,hungry,1533,BE HUNGRY,饿
457_thirsty,thirsty,847,THIRSTY,渴
458_tired,tired,1757,TIRED,累(疲倦)
459_sad,sad,699,SAD,忧愁
460_ashamed,ashamed,1894,ASHAMED,惭愧
461_glad,glad,1495,HAPPY,高兴
462_angry,angry,1826,ANGRY,生气
463_itchy,itchy,3856,ITCH OR ITCHY OR ITCHING,痒
464_hurting,hurting,1129,PAINFUL,痛
465_sick,sick,1847,SICK,病(生病)
466_clever,clever,1310,CLEVER,聪明
467_crazy,crazy,1899,MAD,疯狂
468_lazy,lazy,1564,LAZY,懒
469_brave,brave,3,BRAVE,勇敢
470_drunk,drunk,1463,DRUNK,(喝)醉了
471_same,same,200,SAME,一样(相同)
472_expensive,expensive,1426,EXPENSIVE,贵
473_correct,correct,1725,CORRECT (RIGHT),正确
474_enough,enough,1881,ENOUGH,足够
475_near,near,1942,NEAR,近
476_high,high,2790,HIGH OR TALL,高
477_low,low,721,LOW,低
478_long,long*,1203,LONG,长
479_short,short,1645,SHORT,短
480_many,many*,1198,MANY,多
481_few,few,1242,FEW,少
482_wide,wide,1243,WIDE,宽
483_narrow,narrow,1267,NARROW,窄
484_big,big*,1202,BIG,大
485_small,small*,1246,SMALL,小
486_deep,deep,1593,DEEP,深(水深)
487_light,light,1052,LIGHT (WEIGHT),轻
488_heavy,heavy,1210,HEAVY,重
489_thick2d,thick (2D),1244,THICK,厚
490_thin2d,thin (2D),2306,THIN (OF LEAF AND CLOTH),薄
491_thick3d,thick (3D),2151,COARSE,粗(粗大)
492_thin3d,thin (3D),2305,THIN (OF HAIR AND THREAD),细(细小)
493_one,one*,1493,ONE,一
494_two,two*,1498,TWO,二
495_three,three,492,THREE,三
496_four,four,1500,FOUR,四
497_five,five,493,FIVE,五
498_six,six,1703,SIX,六
499_seven,seven,1704,SEVEN,七
500_eight,eight,1705,EIGHT,八
501_nine,nine,1483,NINE,九
502_ten,ten,1515,TEN,十
503_eleven,eleven,1706,ELEVEN,十一
504_twelve,twelve,1707,TWELVE,十二
505_twenty,twenty,1710,TWENTY,二十
506_twentyone,twenty one,1734,TWENTY ONE,二十一
507_hundred,hundred,1634,HUNDRED,百
508_thousand,thousand,1843,THOUSAND,千
509_armspanmeasure,arm span (measure),,,庹(两臂伸直)
510_handspanmeasure,hand span (measure,3838,HANDSPAN,柞(拇指-中指)
511_i,I*,1209,I,我
512_weincl,we incl.*,1131,WE (INCLUSIVE),我们
513_yousg,you sg.*,1215,THOU,你
514_youpl,you pl.,1213,YOU,你们
515_heshe,"he, she",2642,HE OR SHE,他
516_they,they,817,THEY,他们
517_this,this*,1214,THIS,这(个)
518_that,that*,78,THAT,那(个)
519_here,here,136,HERE,这里
520_there,there,1937,THERE,那里
521_overhere,over here,3410,OVER HERE,这边
522_overthere,over there,3411,OVER THERE,那边
523_between,between,689,BETWEEN,中间
524_left,left,244,LEFT,左边
525_right,right,1019,RIGHT,右边
526_beside,beside,1816,BESIDE,旁边
527_above,above,1741,ABOVE,上面
528_beneath,beneath,1485,BELOW OR UNDER,下面
529_inside,inside,1606,INSIDE,里面
530_outside,outside,762,OUTSIDE,外面
531_infrontof,in front of,1883,IN FRONT OF,前面
532_what,what?*,1236,WHAT,什么?
533_where,where?,1237,WHERE,哪里?
534_why,why?,1270,WHY,为什么?
535_how,how?,1239,HOW,怎么?
536_who,who?*,1235,WHO,谁?
537_now,now,1376,NOW,现在
538_beforetemporal,before (temporal),1882,BEFORE,以前(过去)
539_aftertemporal,after (temporal),1685,AFTER,今后(将来)
540_most,most,,,最(最大)
